step;time_ps;potential_energy_kJ_mol;kinetic_energy_kJ_mol;total_energy_kJ_mol;temperature_K
265;2,65;11,7270699788262;7,95672522732187e+18;7,95672522732187e+18;3,18991360505957e+17
266;2,66;11,513243961795;7,79917151270033e+18;7,79917151270033e+18;3,1267490840487e+17
267;2,67;10,1057039362892;7,6447375716424e+18;7,6447375716424e+18;3,06483530475014e+17
268;2,68;8,18325779510167;7,49336162366081e+18;7,49336162366081e+18;3,00414749888157e+17
269;2,69;5,95575792821902;7,34498312319035e+18;7,34498312319035e+18;2,9446613932506e+17
270;2,7;3,72492118238851;7,19954271276047e+18;7,19954271276047e+18;2,88635319098133e+17
271;2,71;1,80787218593149;7,05698221663732e+18;7,05698221663732e+18;2,82919956896536e+17
272;2,72;0,428317592112608;6,91724460573186e+18;6,91724460573186e+18;2,77317766379321e+17
273;2,73;0,313607863352268;6,78027398667456e+18;6,78027398667456e+18;2,71826506737427e+17
274;2,74;0,525915627520204;6,64601556568119e+18;6,64601556568119e+18;2,66443981245031e+17
275;2,75;0,868593188155996;6,51441563996001e+18;6,51441563996001e+18;2,61168036915052e+17
276;2,76;1,16659301433908;6,38542156798155e+18;6,38542156798155e+18;2,55996563307252e+17
277;2,77;1,42041885767057;6,2589817485333e+18;6,2589817485333e+18;2,50927491688513e+17
278;2,78;1,59282474674338;6,13504560566326e+18;6,13504560566326e+18;2,45958794429216e+17
279;2,79;1,82641946629126;6,0135635625168e+18;6,0135635625168e+18;2,4108848395434e+17
280;2,8;2,11187008699472;5,89448702534989e+18;5,89448702534989e+18;2,36314612102541e+17
281;2,81;2,21212019676905;5,77776836049688e+18;5,77776836049688e+18;2,3163526920277e+17
282;2,82;2,15704727878337;5,66336088230861e+18;5,66336088230861e+18;2,27048583590702e+17
283;2,83;1,98958078645261;5,55121882403975e+18;5,55121882403975e+18;2,22552720441591e+17
284;2,84;1,70221997756993;5,44129732504945e+18;5,44129732504945e+18;2,18145881257128e+17
285;2,85;1,34665317491392;5,33355241885336e+18;5,33355241885336e+18;2,13826303386441e+17
286;2,86;1,00657966178383;5,22794100300916e+18;5,22794100300916e+18;2,09592258818781e+17
287;2,87;0,670069303813506;5,12442083481268e+18;5,12442083481268e+18;2,05442054010978e+17
288;2,88;0,332301308209445;5,02295050398564e+18;5,02295050398564e+18;2,01374028792467e+17
289;2,89;0,00893265287027416;4,92348942009293e+18;4,92348942009293e+18;1,97386555860841e+17
290;2,9;0;4,82599779820941e+18;4,82599779820941e+18;1,93478040207219e+17
291;2,91;0;4,73043663902201e+18;4,73043663902201e+18;1,89646918318525e+17
292;2,92;0;4,63676771806912e+18;4,63676771806912e+18;1,85891657746087e+17
293;2,93;0;4,5449535652308e+18;4,5449535652308e+18;1,82210756283381e+17
294;2,94;161714,580714928;4,45495745417768e+18;4,45495745417785e+18;1,78602741543032e+17
295;2,95;212,262017429509;4,36674338543535e+18;4,36674338543535e+18;1,75066170277852e+17
296;2,96;97,6130660386995;4,28027607340026e+18;4,28027607340026e+18;1,71599627860294e+17
297;2,97;55,4036940986164;4,19552092890604e+18;4,19552092890604e+18;1,68201727583525e+17
298;2,98;34,7679483666652;4,11244404908715e+18;4,11244404908715e+18;1,64871110255052e+17
299;2,99;22,8126083501888;4,03101220004907e+18;4,03101220004907e+18;1,61606443501954e+17
300;3;15,4053503392299;3,95119280980773e+18;3,95119280980773e+18;1,5840642148782e+17
301;3,01;10,9300231263597;3,87295395074543e+18;3,87295395074543e+18;1,55269764209394e+17
302;3,02;7,36778281753862;3,79626432370522e+18;3,79626432370522e+18;1,52195216858903e+17
303;3,03;5,14580856988243;3,72109325361487e+18;3,72109325361487e+18;1,4918154964862e+17
304;3,04;4,61073480106544;3,64741067140313e+18;3,64741067140313e+18;1,46227557085875e+17
305;3,05;4,57112226647974;3,57518710197975e+18;3,57518710197975e+18;1,43332057491161e+17
306;3,06;4,92077703536478;3,5043936536072e+18;3,5043936536072e+18;1,4049389257204e+17
307;3,07;5,59286188105305;3,43500200933635e+18;3,43500200933635e+18;1,37711927079793e+17
308;3,08;5,78987616322195;3,36698441179425e+18;3,36698441179425e+18;1,34985048199547e+17
309;3,09;5,40087113225043;3,30031365283126e+18;3,30031365283126e+18;1,32312165135226e+17
310;3,1;4,79502979585954;3,23496306432335e+18;3,23496306432335e+18;1,29692208740801e+17
311;3,11;3,95642647490721;3,17090650359387e+18;3,17090650359387e+18;1,27124130935844e+17
312;3,12;3,33071237302487;3,10811834720643e+18;3,10811834720643e+18;1,24606904456674e+17
313;3,13;3,00552323655;3,04657348082564e+18;3,04657348082564e+18;1,22139522449872e+17
314;3,14;3,15881355417641;2,98624728328353e+18;2,98624728328353e+18;1,19720997833484e+17
315;3,15;3,77709768576285;2,92711562563876e+18;2,92711562563876e+18;1,17350363259312e+17
316;3,16;4,60590661758261;2,86915485227017e+18;2,86915485227017e+18;1,15026670354933e+17
317;3,17;5,39603731963807;2,81234177968099e+18;2,81234177968099e+18;1,12748989675761e+17
318;3,18;5,90749824597058;2,7566536803427e+18;2,7566536803427e+18;1,10516410057338e+17
319;3,19;5,94850271153852;2,70206827999171e+18;2,70206827999171e+18;1,0832803850695e+17
320;3,2;5,64789998197179;2,64856374351089e+18;2,64856374351089e+18;1,06182999637611e+17
321;3,21;4,93932906972662;2,59611866790875e+18;2,59611866790875e+18;1,0408043538659e+17
322;3,22;3,92255172100613;2,54471207362839e+18;2,54471207362839e+18;1,02019504666982e+17
323;3,23;2,93880179572493;2,49432339902606e+18;2,49432339902606e+18;9,99993831463473e+16
324;3,24;2,00656335743412;2,44493248744618e+18;2,44493248744618e+18;9,80192627285409e+16
325;3,25;1,5531069199278;2,39651958054177e+18;2,39651958054177e+18;9,60783512859217e+16
326;3,26;1,30251696503354;2,34906531311731e+18;2,34906531311731e+18;9,41758724525992e+16
327;3,27;1,14790475453479;2,30255070388759e+18;2,30255070388759e+18;9,2311065253949e+16
328;3,28;1,19071646928323;2,25695714454639e+18;2,25695714454639e+18;9,04831836683668e+16
329;3,29;1,36081005882564;2,21226639813304e+18;2,21226639813304e+18;8,86914965617834e+16
330;3,3;1,39649756484335;2,16846058893767e+18;2,16846058893767e+18;8,69352872829566e+16
331;3,31;1,50069120872052;2,12552219264392e+18;2,12552219264392e+18;8,52138532682876e+16
332;3,32;1,72620303124905;2,08343403335871e+18;2,08343403335871e+18;8,35265059227391e+16
333;3,33;1,92410095403502;2,04217927538651e+18;2,04217927538651e+18;8,18725702900612e+16
334;3,34;1,97360046085572;2,00174141603798e+18;2,00174141603798e+18;8,02513847644829e+16
335;3,35;1,8241256806476;1,96210428003995e+18;1,96210428003995e+18;7,86623008666059e+16
336;3,36;1,52029703293019;1,92325201166686e+18;1,92325201166686e+18;7,71046829279445e+16
337;3,37;1,18345323018304;1,88516906966812e+18;1,88516906966812e+18;7,55779078875634e+16
338;3,38;0,876597129484396;1,84784022102692e+18;1,84784022102692e+18;7,40813650418596e+16
339;3,39;0,473349843573977;1,81125053307386e+18;1,81125053307386e+18;7,26144557283952e+16
340;3,4;0,0995577312113474;1,77538536936551e+18;1,77538536936551e+18;7,11765931606634e+16
341;3,41;0;1,74023038419967e+18;1,74023038419967e+18;6,97672022082008e+16
342;3,42;0;1,70577151389237e+18;1,70577151389237e+18;6,83857190468772e+16
343;3,43;133,044810986191;1,67199497494285e+18;1,67199497494285e+18;6,70315910853268e+16
